identified_MA,model_type,sample_index,total_psnr,local_steps,local_psnr,local_label,local_conf1,local_conf2,remote_steps,remote_psnr,s0_hostname,s0_label,s0_conf1,s0_conf2,s1_hostname,s1_label,s1_conf1,s1_conf2,s2_hostname,s2_label,s2_conf1,s2_conf2,s3_hostname,s3_label,s3_conf1,s3_conf2,s4_hostname,s4_label,s4_conf1,s4_conf2,s5_hostname,s5_label,s5_conf1,s5_conf2,s6_hostname,s6_label,s6_conf1,s6_conf2
intel-xbridge,fmnist,209,45.867524745305005,149,45.86753267653785,7,0.4996470212936402,0.4996371269226074,18,161.50892599076064,server-amdrome,7,0.4996422231197357,0.4996419847011566,server-intelbroadwell,7,0.4996423423290253,0.4996418654918671,server-intelcascadelake,7,0.4996425211429596,0.4996416866779328,server-intelhaswell,7,0.4996423423290253,0.4996418654918671,server-intelivybridge,9,0.4996424019336701,0.4996418058872223,server-intelsandybridge,9,0.4996424019336701,0.4996418058872223,server-intelskylake,7,0.4996425211429596,0.4996416866779328
intel-xlake,fmnist,210,61.82538546467421,144,61.82548807021789,4,0.4943379163742066,0.4943293333053589,49,154.04377815294941,server-amdrome,4,0.4943346679210663,0.4943324327468872,server-intelbroadwell,4,0.4943349957466126,0.4943321943283081,server-intelcascadelake,6,0.4943336546421051,0.4943334758281708,server-intelhaswell,4,0.4943349957466126,0.4943321943283081,server-intelivybridge,4,0.4943351745605469,0.4943319261074066,server-intelsandybridge,4,0.4943351745605469,0.4943319261074066,server-intelskylake,6,0.4943336546421051,0.4943334758281708
amd,fmnist,211,46.36863165607903,184,46.368642953833984,8,0.4970255196094513,0.4970155656337738,25,156.77585059555338,server-amdrome,2,0.4970205724239349,0.4970203340053558,server-intelbroadwell,8,0.4970215260982514,0.4970193803310394,server-intelcascadelake,8,0.4970235228538513,0.4970174729824066,server-intelhaswell,8,0.4970215260982514,0.4970193803310394,server-intelivybridge,8,0.4970212876796722,0.4970196187496185,server-intelsandybridge,8,0.4970212876796722,0.4970196187496185,server-intelskylake,8,0.4970235228538513,0.4970174729824066
amd,fmnist,212,49.36369819464667,131,49.363714911372526,8,0.4999964237213135,0.4999871253967285,16,159.74873198138212,server-amdrome,6,0.4999918937683106,0.4999916553497314,server-intelbroadwell,8,0.4999947547912598,0.4999887943267822,server-intelcascadelake,8,0.499992847442627,0.499990701675415,server-intelhaswell,8,0.4999947547912598,0.4999887943267822,server-intelivybridge,8,0.4999934434890747,0.4999901056289673,server-intelsandybridge,8,0.4999934434890747,0.4999901056289673,server-intelskylake,8,0.499992847442627,0.499990701675415
intel-xlake,fmnist,213,48.294879684855715,238,48.294897822558156,5,0.5000025629997253,0.4999952912330627,29,157.63033386699166,server-amdrome,5,0.500000536441803,0.4999973177909851,server-intelbroadwell,5,0.5,0.4999978542327881,server-intelcascadelake,9,0.4999991655349731,0.4999986886978149,server-intelhaswell,5,0.5,0.4999978542327881,server-intelivybridge,5,0.4999994039535522,0.4999984502792358,server-intelsandybridge,5,0.4999994039535522,0.4999984502792358,server-intelskylake,9,0.4999991655349731,0.4999986886978149
intel-xbridge,fmnist,215,55.35996039772228,160,55.36002485580106,4,0.4999693632125855,0.4999598264694214,37,153.36099419586418,server-amdrome,4,0.4999656677246094,0.4999635219573975,server-intelbroadwell,4,0.4999661445617676,0.4999630451202393,server-intelcascadelake,4,0.4999661445617676,0.4999630451202393,server-intelhaswell,4,0.4999661445617676,0.4999630451202393,server-intelivybridge,6,0.4999649524688721,0.4999642372131348,server-intelsandybridge,6,0.4999649524688721,0.4999642372131348,server-intelskylake,4,0.4999661445617676,0.4999630451202393
intel-xbridge,fmnist,216,50.9815977685734,214,50.98161608947751,2,0.3775189220905304,0.3775106966495514,37,158.74285215542304,server-amdrome,2,0.3775161504745483,0.3775147199630737,server-intelbroadwell,2,0.3775167167186737,0.3775147199630737,server-intelcascadelake,2,0.3775163888931273,0.3775146007537842,server-intelhaswell,2,0.3775167167186737,0.3775147199630737,server-intelivybridge,0,0.3775154948234558,0.3775154948234558,server-intelsandybridge,0,0.3775154948234558,0.3775154948234558,server-intelskylake,2,0.3775163888931273,0.3775146007537842
intel-xbridge,fmnist,217,43.96333377341693,251,43.96334400520917,6,0.4999833106994629,0.4999735355377197,30,157.30667799686893,server-amdrome,6,0.4999803304672241,0.4999765157699585,server-intelbroadwell,6,0.4999805688858032,0.4999762773513794,server-intelcascadelake,6,0.4999809265136719,0.4999759197235107,server-intelhaswell,6,0.4999805688858032,0.4999762773513794,server-intelivybridge,0,0.4999784231185913,0.4999784231185913,server-intelsandybridge,0,0.4999784231185913,0.4999784231185913,server-intelskylake,6,0.4999809265136719,0.4999759197235107
intel-xwell,fmnist,219,45.682789321392896,308,45.68280744672649,4,0.5000045299530029,0.4999947547912598,58,152.21278270450557,server-amdrome,4,0.5000010728836061,0.4999982118606568,server-intelbroadwell,2,0.4999997019767761,0.4999997019767761,server-intelcascadelake,4,0.5000014305114746,0.4999978542327881,server-intelhaswell,2,0.4999997019767761,0.4999997019767761,server-intelivybridge,4,0.4999999403953552,0.499999463558197,server-intelsandybridge,4,0.4999999403953552,0.499999463558197,server-intelskylake,4,0.5000014305114746,0.4999978542327881
amd,fmnist,220,53.650274086343614,223,53.650316652748785,2,0.34046670794487,0.3404569625854492,35,154.7671371566954,server-amdrome,6,0.3404630720615387,0.3404625952243805,server-intelbroadwell,2,0.3404641151428223,0.3404618501663208,server-intelcascadelake,2,0.3404656648635864,0.34046080708503723,server-intelhaswell,2,0.3404641151428223,0.3404618501663208,server-intelivybridge,2,0.3404650688171387,0.34046101570129395,server-intelsandybridge,2,0.3404650688171387,0.34046101570129395,server-intelskylake,2,0.3404656648635864,0.34046080708503723
amd,fmnist,221,47.62252939007496,298,47.6225558931788,2,0.5000011920928955,0.4999914169311523,69,150.21771377961457,server-amdrome,6,0.4999964833259583,0.4999960064888001,server-intelbroadwell,2,0.4999973177909851,0.4999951720237732,server-intelcascadelake,2,0.4999979138374329,0.4999945759773254,server-intelhaswell,2,0.4999973177909851,0.4999951720237732,server-intelivybridge,2,0.4999980330467224,0.4999944567680359,server-intelsandybridge,2,0.4999980330467224,0.4999944567680359,server-intelskylake,2,0.4999979138374329,0.4999945759773254
intel-xbridge,fmnist,222,76.39847523202937,75,76.39803863558646,6,0.4998821318149567,0.4998733103275299,21,158.65664161186518,server-amdrome,6,0.4998792707920074,0.4998761713504791,server-intelbroadwell,6,0.4998780786991121,0.4998773634433746,server-intelcascadelake,6,0.4998781979084015,0.4998772442340851,server-intelhaswell,6,0.4998780786991121,0.4998773634433746,server-intelivybridge,3,0.4998787343502045,0.4998767077922821,server-intelsandybridge,3,0.4998787343502045,0.4998767077922821,server-intelskylake,6,0.4998781979084015,0.4998772442340851
intel-xlake,fmnist,223,46.48869312166424,139,46.488701568527354,5,0.4904133677482605,0.490403562784195,14,163.26872219573912,server-amdrome,5,0.4904088377952576,0.4904080629348755,server-intelbroadwell,5,0.4904091954231262,0.4904076457023621,server-intelcascadelake,6,0.4904088377952576,0.4904081225395202,server-intelhaswell,5,0.4904091954231262,0.4904076457023621,server-intelivybridge,5,0.4904105067253113,0.4904064536094666,server-intelsandybridge,5,0.4904105067253113,0.4904064536094666,server-intelskylake,6,0.4904088377952576,0.4904081225395202
amd,fmnist,225,59.29588664329942,110,59.29597229137552,2,0.4997259080410004,0.4997161328792572,31,155.42013150570682,server-amdrome,6,0.4997213780879974,0.4997206628322601,server-intelbroadwell,2,0.4997212588787079,0.4997207820415497,server-intelcascadelake,2,0.4997212588787079,0.4997207820415497,server-intelhaswell,2,0.4997212588787079,0.4997207820415497,server-intelivybridge,2,0.4997229278087616,0.499719113111496,server-intelsandybridge,2,0.4997229278087616,0.499719113111496,server-intelskylake,2,0.4997212588787079,0.4997207820415497
amd,fmnist,226,48.938531966661216,133,48.93854588703482,2,0.5000042915344238,0.4999957084655762,82,158.53781277875208,server-amdrome,6,0.5000004768371582,0.4999995231628418,server-intelbroadwell,2,0.5000009536743164,0.4999990463256836,server-intelcascadelake,2,0.5000007152557373,0.4999992847442627,server-intelhaswell,2,0.5000009536743164,0.4999990463256836,server-intelivybridge,2,0.5,0.5,server-intelsandybridge,2,0.5,0.5,server-intelskylake,2,0.5000007152557373,0.4999992847442627
intel-xbridge,fmnist,229,54.67634198332564,114,54.67636777918428,6,0.4999665021896362,0.4999569654464722,23,159.86759662970212,server-amdrome,6,0.4999637007713318,0.4999597668647766,server-intelbroadwell,6,0.4999635815620422,0.4999598860740662,server-intelcascadelake,6,0.4999644756317138,0.4999589920043945,server-intelhaswell,6,0.4999635815620422,0.4999598860740662,server-intelivybridge,4,0.4999620318412781,0.4999614357948303,server-intelsandybridge,4,0.4999620318412781,0.4999614357948303,server-intelskylake,6,0.4999644756317138,0.4999589920043945
intel-xwell,fmnist,230,52.7405483653489,126,52.74056729664938,3,0.497226744890213,0.4972178637981415,18,161.95264800039504,server-amdrome,3,0.4972226321697235,0.4972220361232758,server-intelbroadwell,6,0.4972223937511444,0.4972223043441773,server-intelcascadelake,3,0.4972240328788757,0.4972206652164459,server-intelhaswell,6,0.4972223937511444,0.4972223043441773,server-intelivybridge,3,0.4972229599952698,0.49722158908844,server-intelsandybridge,3,0.4972229599952698,0.49722158908844,server-intelskylake,3,0.4972240328788757,0.4972206652164459
intel-xbridge,fmnist,232,51.85292008952118,127,51.8529343110101,9,0.4999986290931702,0.4999890923500061,15,163.05122532241575,server-amdrome,9,0.4999966025352478,0.4999911189079285,server-intelbroadwell,9,0.4999964833259583,0.49999123811721796,server-intelcascadelake,9,0.4999961256980896,0.4999915957450866,server-intelhaswell,9,0.4999964833259583,0.49999123811721796,server-intelivybridge,7,0.4999942183494568,0.4999935030937195,server-intelsandybridge,7,0.4999942183494568,0.4999935030937195,server-intelskylake,9,0.4999961256980896,0.4999915957450866
intel-xlake,fmnist,235,52.90322284050693,184,52.90326022146054,9,0.4951781928539276,0.4951689839363098,30,155.52696200060015,server-amdrome,9,0.4951744675636292,0.4951728284358978,server-intelbroadwell,9,0.4951751530170441,0.4951720833778381,server-intelcascadelake,7,0.4951737523078919,0.4951735138893128,server-intelhaswell,9,0.4951751530170441,0.4951720833778381,server-intelivybridge,9,0.4951752722263336,0.4951720833778381,server-intelsandybridge,9,0.4951752722263336,0.4951720833778381,server-intelskylake,7,0.4951737523078919,0.4951735138893128
intel-xbridge,fmnist,237,50.27463237050881,178,50.27464625603545,8,0.4999026358127594,0.499893456697464,15,160.45857848918462,server-amdrome,8,0.4998998939990997,0.4998961985111237,server-intelbroadwell,8,0.4999000132083893,0.4998960793018341,server-intelcascadelake,8,0.4999008476734162,0.4998953640460968,server-intelhaswell,8,0.4999000132083893,0.4998960793018341,server-intelivybridge,2,0.4998981058597565,0.4998979866504669,server-intelsandybridge,2,0.4998981058597565,0.4998979866504669,server-intelskylake,8,0.4999008476734162,0.4998953640460968
amd,fmnist,238,52.9246473932206,163,52.92468379720354,6,0.4972466230392456,0.4972366690635681,44,154.5103885445293,server-amdrome,0,0.4972419440746307,0.497241348028183,server-intelbroadwell,6,0.4972433745861054,0.4972399473190308,server-intelcascadelake,6,0.4972434341907501,0.497239887714386,server-intelhaswell,6,0.4972433745861054,0.4972399473190308,server-intelivybridge,6,0.4972434937953949,0.4972398281097412,server-intelsandybridge,6,0.4972434937953949,0.4972398281097412,server-intelskylake,6,0.4972434341907501,0.497239887714386
intel-xlake,fmnist,239,47.36741958269428,184,47.36743423264245,6,0.4999850392341614,0.4999755024909973,26,157.4021038538265,server-amdrome,6,0.4999812245368958,0.4999793171882629,server-intelbroadwell,6,0.4999811053276062,0.4999794363975525,server-intelcascadelake,0,0.4999802708625794,0.4999802708625794,server-intelhaswell,6,0.4999811053276062,0.4999794363975525,server-intelivybridge,6,0.4999813437461853,0.4999791979789734,server-intelsandybridge,6,0.4999813437461853,0.4999791979789734,server-intelskylake,0,0.4999802708625794,0.4999802708625794
intel-xwell,fmnist,240,64.72947229927476,127,64.72965715015172,2,0.5000031590461731,0.4999948143959045,42,154.16370004150502,server-amdrome,2,0.4999997019767761,0.4999982714653015,server-intelbroadwell,4,0.4999994039535522,0.4999986886978149,server-intelcascadelake,2,0.5000002980232239,0.4999976754188538,server-intelhaswell,4,0.4999994039535522,0.4999986886978149,server-intelivybridge,2,0.5000016093254089,0.4999963641166687,server-intelsandybridge,2,0.5000016093254089,0.4999963641166687,server-intelskylake,2,0.5000002980232239,0.4999976754188538
intel-xlake,fmnist,243,46.175278975456855,260,46.17529436554141,3,0.4993060231208801,0.4992970824241638,40,154.98136328762624,server-amdrome,3,0.4993018209934234,0.4993013441562653,server-intelbroadwell,3,0.499302476644516,0.4993006885051727,server-intelcascadelake,1,0.4993017017841339,0.4993014633655548,server-intelhaswell,3,0.499302476644516,0.4993006885051727,server-intelivybridge,3,0.499302476644516,0.4993006885051727,server-intelsandybridge,3,0.499302476644516,0.4993006885051727,server-intelskylake,1,0.4993017017841339,0.4993014633655548
intel-xlake,fmnist,244,47.46581028906044,290,47.46583585282336,6,0.4559780061244965,0.4559688866138458,39,153.05644834894815,server-amdrome,6,0.4559748768806458,0.4559719860553742,server-intelbroadwell,6,0.4559740424156189,0.4559733271598816,server-intelcascadelake,1,0.4559739232063294,0.4559731483459473,server-intelhaswell,6,0.4559740424156189,0.4559733271598816,server-intelivybridge,6,0.4559751152992249,0.4559718072414398,server-intelsandybridge,6,0.4559751152992249,0.4559718072414398,server-intelskylake,1,0.4559739232063294,0.4559731483459473
amd,fmnist,245,60.0411013701968,138,60.041177132297975,4,0.4992859363555908,0.4992765188217163,32,156.6068424532025,server-amdrome,6,0.4992814362049103,0.4992810785770416,server-intelbroadwell,4,0.4992821514606476,0.4992803633213043,server-intelcascadelake,4,0.4992823302745819,0.49928018450737,server-intelhaswell,4,0.4992821514606476,0.4992803633213043,server-intelivybridge,4,0.499282568693161,0.4992799460887909,server-intelsandybridge,4,0.499282568693161,0.4992799460887909,server-intelskylake,4,0.4992823302745819,0.49928018450737
intel-xbridge,fmnist,246,45.74913927696106,182,45.74914640122508,3,0.4999729990959168,0.4999633431434631,14,162.39532010302446,server-amdrome,3,0.4999693632125855,0.4999669790267944,server-intelbroadwell,3,0.4999693036079407,0.4999670386314392,server-intelcascadelake,3,0.4999697208404541,0.4999666213989258,server-intelhaswell,3,0.4999693036079407,0.4999670386314392,server-intelivybridge,6,0.4999682903289795,0.4999680519104004,server-intelsandybridge,6,0.4999682903289795,0.4999680519104004,server-intelskylake,3,0.4999697208404541,0.4999666213989258
intel-xlake,fmnist,247,53.99734640006051,130,53.9973771385382,8,0.4999992847442627,0.4999902248382568,34,156.34822370187246,server-amdrome,8,0.4999972581863403,0.4999922513961792,server-intelbroadwell,8,0.4999948740005493,0.4999946355819702,server-intelcascadelake,6,0.4999948740005493,0.4999946355819702,server-intelhaswell,8,0.4999948740005493,0.4999946355819702,server-intelivybridge,8,0.4999979734420776,0.4999915361404419,server-intelsandybridge,8,0.4999979734420776,0.4999915361404419,server-intelskylake,6,0.4999948740005493,0.4999946355819702
amd,fmnist,249,48.48068546802615,151,48.480699109138726,2,0.4995262920856476,0.4995167553424835,33,157.55441901863622,server-amdrome,6,0.4995217621326447,0.4995212852954865,server-intelbroadwell,2,0.4995231926441193,0.4995198547840118,server-intelcascadelake,2,0.4995228350162506,0.4995202124118805,server-intelhaswell,2,0.4995231926441193,0.4995198547840118,server-intelivybridge,2,0.499522715806961,0.4995203316211701,server-intelsandybridge,2,0.499522715806961,0.4995203316211701,server-intelskylake,2,0.4995228350162506,0.4995202124118805
intel-xlake,fmnist,250,56.85336860340806,103,56.8534025754304,7,0.5000038146972656,0.4999961853027344,21,161.67901722196345,server-amdrome,7,0.5000002384185791,0.4999997615814209,server-intelbroadwell,7,0.5000004768371582,0.4999995231628418,server-intelcascadelake,9,0.5000002384185791,0.4999997615814209,server-intelhaswell,7,0.5000004768371582,0.4999995231628418,server-intelivybridge,7,0.5000014305114746,0.4999985694885254,server-intelsandybridge,7,0.5000014305114746,0.4999985694885254,server-intelskylake,9,0.5000002384185791,0.4999997615814209
amd,fmnist,251,46.5948058502001,205,46.59481522730735,9,0.4999963045120239,0.4999881982803345,19,160.21889136044442,server-amdrome,7,0.4999922513961792,0.4999922513961792,server-intelbroadwell,9,0.499994158744812,0.4999903440475464,server-intelcascadelake,9,0.499994158744812,0.4999903440475464,server-intelhaswell,9,0.499994158744812,0.4999903440475464,server-intelivybridge,9,0.4999935626983642,0.4999909400939941,server-intelsandybridge,9,0.4999935626983642,0.4999909400939941,server-intelskylake,9,0.499994158744812,0.4999903440475464
intel-xbridge,fmnist,253,54.08224878503519,112,54.08228518606616,3,0.4988458752632141,0.4988363683223725,33,157.33931884243952,server-amdrome,3,0.4988421201705933,0.4988400936126709,server-intelbroadwell,3,0.4988417625427246,0.4988404512405396,server-intelcascadelake,3,0.4988418221473694,0.4988403916358948,server-intelhaswell,3,0.4988417625427246,0.4988404512405396,server-intelivybridge,2,0.4988412261009216,0.4988409876823425,server-intelsandybridge,2,0.4988412261009216,0.4988409876823425,server-intelskylake,3,0.4988418221473694,0.4988403916358948
amd,fmnist,254,47.692983054518784,170,47.69299420066112,3,0.4999414682388306,0.4999319314956665,24,159.78671718032228,server-amdrome,2,0.4999366402626038,0.4999366402626038,server-intelbroadwell,3,0.4999374151229858,0.4999359846115112,server-intelcascadelake,3,0.499937891960144,0.499935507774353,server-intelhaswell,3,0.4999374151229858,0.4999359846115112,server-intelivybridge,3,0.4999368190765381,0.499936580657959,server-intelsandybridge,3,0.4999368190765381,0.499936580657959,server-intelskylake,3,0.499937891960144,0.499935507774353
intel-xwell,fmnist,255,60.541179846960624,96,60.54125898273911,2,0.5000041723251343,0.4999946355819702,49,156.18808118359826,server-amdrome,2,0.5000009536743164,0.4999978542327881,server-intelbroadwell,6,0.4999997615814209,0.4999990463256836,server-intelcascadelake,2,0.5000009536743164,0.4999978542327881,server-intelhaswell,6,0.4999997615814209,0.4999990463256836,server-intelivybridge,2,0.5,0.4999988079071045,server-intelsandybridge,2,0.5,0.4999988079071045,server-intelskylake,2,0.5000009536743164,0.4999978542327881
intel-xlake,fmnist,256,44.21926092401596,209,44.21927135946397,1,0.4996094107627869,0.4995996356010437,23,158.24758126828425,server-amdrome,1,0.4996053576469421,0.4996036887168884,server-intelbroadwell,1,0.4996057152748108,0.4996034502983093,server-intelcascadelake,2,0.4996048212051392,0.499604344367981,server-intelhaswell,1,0.4996057152748108,0.4996034502983093,server-intelivybridge,1,0.4996054768562317,0.4996036887168884,server-intelsandybridge,1,0.4996054768562317,0.4996036887168884,server-intelskylake,2,0.4996048212051392,0.499604344367981
intel-xbridge,fmnist,257,46.46198410815674,199,46.46199635097909,1,0.4997775852680206,0.499769002199173,26,158.52016013661776,server-amdrome,1,0.499773770570755,0.4997728168964386,server-intelbroadwell,1,0.4997749626636505,0.4997716248035431,server-intelcascadelake,1,0.4997746050357818,0.4997719824314117,server-intelhaswell,1,0.4997749626636505,0.4997716248035431,server-intelivybridge,6,0.4997735321521759,0.4997730553150177,server-intelsandybridge,6,0.4997735321521759,0.4997730553150177,server-intelskylake,1,0.4997746050357818,0.4997719824314117
amd,fmnist,258,55.88690041744543,113,55.88693297374895,6,0.4571976065635681,0.4571877121925354,21,160.51163454118978,server-amdrome,3,0.4571929275989533,0.4571921229362488,server-intelbroadwell,6,0.4571928381919861,0.4571923017501831,server-intelcascadelake,6,0.457193523645401,0.45719167590141296,server-intelhaswell,6,0.4571928381919861,0.4571923017501831,server-intelivybridge,6,0.4571944177150726,0.4571905732154846,server-intelsandybridge,6,0.4571944177150726,0.4571905732154846,server-intelskylake,6,0.457193523645401,0.45719167590141296
intel-xbridge,fmnist,261,47.872436341296336,235,47.87246973840543,4,0.4999628067016602,0.49995303153991705,85,149.71270540789615,server-amdrome,4,0.4999587535858154,0.4999570846557617,server-intelbroadwell,4,0.4999591112136841,0.4999567270278929,server-intelcascadelake,4,0.4999603033065796,0.4999555349349976,server-intelhaswell,4,0.4999591112136841,0.4999567270278929,server-intelivybridge,6,0.4999580383300781,0.49995779991149897,server-intelsandybridge,6,0.4999580383300781,0.49995779991149897,server-intelskylake,4,0.4999603033065796,0.4999555349349976
intel-xlake,fmnist,262,72.61694762289528,165,72.61718185801838,2,0.500002920627594,0.4999931454658508,44,157.4439346540699,server-amdrome,2,0.5000007748603821,0.4999952912330627,server-intelbroadwell,2,0.4999993443489074,0.4999967217445374,server-intelcascadelake,6,0.4999983906745911,0.4999976754188538,server-intelhaswell,2,0.4999993443489074,0.4999967217445374,server-intelivybridge,2,0.4999980330467224,0.4999980330467224,server-intelsandybridge,2,0.4999980330467224,0.4999980330467224,server-intelskylake,6,0.4999983906745911,0.4999976754188538
intel-xbridge,fmnist,263,72.89510366487323,168,72.89552980499298,4,0.4999980926513672,0.49998831748962397,74,153.1288025621876,server-amdrome,4,0.4999953508377075,0.4999910593032837,server-intelbroadwell,4,0.4999947547912598,0.4999916553497314,server-intelcascadelake,4,0.4999957084655762,0.499990701675415,server-intelhaswell,4,0.4999947547912598,0.4999916553497314,server-intelivybridge,6,0.4999934434890747,0.4999929666519165,server-intelsandybridge,6,0.4999934434890747,0.4999929666519165,server-intelskylake,4,0.4999957084655762,0.499990701675415
intel-xlake,fmnist,266,47.53015011948228,192,47.53016175011715,7,0.4885495007038117,0.4885405004024506,21,160.17017032558118,server-amdrome,7,0.4885450601577759,0.4885450303554535,server-intelbroadwell,7,0.4885458052158356,0.4885441958904266,server-intelcascadelake,5,0.4885450601577759,0.4885450303554535,server-intelhaswell,7,0.4885458052158356,0.4885441958904266,server-intelivybridge,7,0.4885459840297699,0.4885440170764923,server-intelsandybridge,7,0.4885459840297699,0.4885440170764923,server-intelskylake,5,0.4885450601577759,0.4885450303554535
amd,fmnist,267,48.987868628660145,146,48.987879266435044,3,0.4997580647468567,0.4997486472129822,11,162.83041153197303,server-amdrome,0,0.4997534155845642,0.4997531771659851,server-intelbroadwell,3,0.4997541308403015,0.4997525811195374,server-intelcascadelake,3,0.4997548460960388,0.4997518658638001,server-intelhaswell,3,0.4997541308403015,0.4997525811195374,server-intelivybridge,3,0.4997557997703552,0.4997507929801941,server-intelsandybridge,3,0.4997557997703552,0.4997507929801941,server-intelskylake,3,0.4997548460960388,0.4997518658638001
intel-xlake,fmnist,269,45.91272461715783,169,45.9127350972809,3,0.4990182220935822,0.4990087151527405,21,159.7526308544071,server-amdrome,3,0.499014288187027,0.4990125596523285,server-intelbroadwell,3,0.4990146458148956,0.4990122020244598,server-intelcascadelake,2,0.4990135729312897,0.4990132749080658,server-intelhaswell,3,0.4990146458148956,0.4990122020244598,server-intelivybridge,3,0.4990136325359345,0.499013215303421,server-intelsandybridge,3,0.4990136325359345,0.499013215303421,server-intelskylake,2,0.4990135729312897,0.4990132749080658
amd,fmnist,270,55.910489076126716,187,55.91054915212597,4,0.4999889135360718,0.4999796152114868,32,155.15150947446006,server-amdrome,6,0.4999843835830689,0.4999841451644898,server-intelbroadwell,4,0.4999853372573853,0.4999831914901733,server-intelcascadelake,4,0.4999853372573853,0.4999831914901733,server-intelhaswell,4,0.4999853372573853,0.4999831914901733,server-intelivybridge,4,0.4999847412109375,0.4999837875366211,server-intelsandybridge,4,0.4999847412109375,0.4999837875366211,server-intelskylake,4,0.4999853372573853,0.4999831914901733
intel-xlake,fmnist,271,45.73640613300653,202,45.736417084096956,9,0.5000026226043701,0.499994158744812,22,159.04967465646862,server-amdrome,9,0.4999992251396179,0.4999975562095642,server-intelbroadwell,9,0.4999991655349731,0.499997615814209,server-intelcascadelake,5,0.4999984502792358,0.4999983310699463,server-intelhaswell,9,0.4999991655349731,0.499997615814209,server-intelivybridge,9,0.4999996423721314,0.4999971389770508,server-intelsandybridge,9,0.4999996423721314,0.4999971389770508,server-intelskylake,5,0.4999984502792358,0.4999983310699463
intel-xbridge,fmnist,273,51.98429004553297,144,51.984316243288774,4,0.5000033974647522,0.499993622303009,29,157.2828586411096,server-amdrome,4,0.5000016093254089,0.4999954104423523,server-intelbroadwell,4,0.5000010132789612,0.4999960064888001,server-intelcascadelake,4,0.5000011324882507,0.4999958872795105,server-intelhaswell,4,0.5000010132789612,0.4999960064888001,server-intelivybridge,3,0.4999985098838806,0.4999985098838806,server-intelsandybridge,3,0.4999985098838806,0.4999985098838806,server-intelskylake,4,0.5000011324882507,0.4999958872795105
intel-xbridge,fmnist,274,50.02250552007922,161,50.022521004694426,4,0.5000026822090149,0.4999945759773254,21,159.63189017307118,server-amdrome,4,0.5000007748603821,0.4999964833259583,server-intelbroadwell,4,0.4999996423721314,0.4999977350234986,server-intelcascadelake,4,0.5000001788139343,0.499997079372406,server-intelhaswell,4,0.4999996423721314,0.4999977350234986,server-intelivybridge,6,0.4999988079071045,0.4999985694885254,server-intelsandybridge,6,0.4999988079071045,0.4999985694885254,server-intelskylake,4,0.5000001788139343,0.499997079372406
amd,fmnist,275,44.70137118516781,175,44.701375382992666,1,0.4999817609786987,0.4999750852584839,9,165.97425372911198,server-amdrome,6,0.4999787211418152,0.4999780058860779,server-intelbroadwell,1,0.4999809265136719,0.4999759197235107,server-intelcascadelake,1,0.4999804496765137,0.499976396560669,server-intelhaswell,1,0.4999809265136719,0.4999759197235107,server-intelivybridge,1,0.49998116493225103,0.4999756813049317,server-intelsandybridge,1,0.49998116493225103,0.4999756813049317,server-intelskylake,1,0.4999804496765137,0.499976396560669
amd,fmnist,276,45.44658838440242,277,45.446605827143784,9,0.49994373321533203,0.4999351501464844,32,154.54797670084244,server-amdrome,7,0.4999395608901978,0.4999393224716186,server-intelbroadwell,9,0.4999408721923828,0.4999380111694336,server-intelcascadelake,9,0.4999406337738037,0.4999382495880127,server-intelhaswell,9,0.4999408721923828,0.4999380111694336,server-intelivybridge,9,0.4999399185180664,0.49993896484375,server-intelsandybridge,9,0.4999399185180664,0.49993896484375,server-intelskylake,9,0.4999406337738037,0.4999382495880127
intel-xwell,fmnist,277,45.921492985728406,166,45.921503487032176,3,0.4999982118606568,0.4999889135360718,18,160.26209369445962,server-amdrome,3,0.4999945163726807,0.4999926090240479,server-intelbroadwell,1,0.4999935626983642,0.4999935626983642,server-intelcascadelake,3,0.4999938011169434,0.4999933242797852,server-intelhaswell,1,0.4999935626983642,0.4999935626983642,server-intelivybridge,3,0.4999951124191284,0.4999920129776001,server-intelsandybridge,3,0.4999951124191284,0.4999920129776001,server-intelskylake,3,0.4999938011169434,0.4999933242797852
intel-xwell,fmnist,280,50.60415518410321,153,50.60417561152414,7,0.5000040531158447,0.4999959468841553,17,159.68398817389598,server-amdrome,7,0.5000009536743164,0.4999990463256836,server-intelbroadwell,9,0.5000002384185791,0.4999997615814209,server-intelcascadelake,7,0.5000016689300537,0.4999983310699463,server-intelhaswell,9,0.5000002384185791,0.4999997615814209,server-intelivybridge,7,0.5000019073486328,0.4999980926513672,server-intelsandybridge,7,0.5000019073486328,0.4999980926513672,server-intelskylake,7,0.5000016689300537,0.4999983310699463
intel-xlake,fmnist,281,62.5796284347789,128,62.57972188456338,2,0.4942092597484589,0.4942008852958679,24,158.2725842129646,server-amdrome,2,0.4942062199115753,0.4942038655281067,server-intelbroadwell,2,0.494206041097641,0.494204044342041,server-intelcascadelake,4,0.4942055940628052,0.4942045211791992,server-intelhaswell,2,0.494206041097641,0.494204044342041,server-intelivybridge,2,0.4942071437835693,0.4942029118537903,server-intelsandybridge,2,0.4942071437835693,0.4942029118537903,server-intelskylake,4,0.4942055940628052,0.4942045211791992
