identified_MA,model_type,sample_index,total_psnr,local_steps,local_psnr,local_label,local_conf1,local_conf2,remote_steps,remote_psnr,s0_hostname,s0_label,s0_conf1,s0_conf2,s1_hostname,s1_label,s1_conf1,s1_conf2,s2_hostname,s2_label,s2_conf1,s2_conf2,s3_hostname,s3_label,s3_conf1,s3_conf2,s4_hostname,s4_label,s4_conf1,s4_conf2,s5_hostname,s5_label,s5_conf1,s5_conf2
intel-xbridge,fmnist,63,44.06929454795228,199,44.069301403200654,2,0.4998269081115722,0.4998177289962769,26,160.31071194049014,server-intelbroadwell,2,0.4998237490653992,0.49982088804245,server-intelcascadelake,2,0.4998237490653992,0.49982088804245,server-intelhaswell,2,0.4998237490653992,0.49982088804245,server-intelivybridge,6,0.4998225569725037,0.4998220801353455,server-intelsandybridge,6,0.4998225569725037,0.4998220801353455,server-intelskylake,2,0.4998237490653992,0.49982088804245
intel-xlake,fmnist,64,46.483783699523926,198,46.48379916795622,4,0.4987106919288635,0.4987011849880218,45,155.92521777233807,server-intelbroadwell,4,0.4987066686153412,0.4987052381038666,server-intelcascadelake,6,0.498706191778183,0.4987057149410248,server-intelhaswell,4,0.4987066686153412,0.4987052381038666,server-intelivybridge,4,0.4987074732780457,0.4987043738365173,server-intelsandybridge,4,0.4987074732780457,0.4987043738365173,server-intelskylake,6,0.498706191778183,0.4987057149410248
intel-xbridge,fmnist,65,52.08505516074169,155,52.0850794198487,6,0.5000003576278687,0.4999929666519165,25,158.41827163215186,server-intelbroadwell,6,0.499997615814209,0.4999957084655762,server-intelcascadelake,6,0.4999992847442627,0.4999940395355225,server-intelhaswell,6,0.499997615814209,0.4999957084655762,server-intelivybridge,0,0.4999967813491821,0.49999654293060297,server-intelsandybridge,0,0.4999967813491821,0.49999654293060297,server-intelskylake,6,0.4999992847442627,0.4999940395355225
failure,cifar10,12,0.0,1089,54.55407439657676,7,0.4999432563781738,0.4999333620071411,500,149.95822484680372,server-intelbroadwell,7,0.4999428987503052,0.4999337196350098,server-intelcascadelake,7,0.4999434947967529,0.4999332427978516,server-intelhaswell,7,0.4999428987503052,0.4999337196350098,server-intelivybridge,7,0.4999420642852783,0.4999346733093262,server-intelsandybridge,7,0.4999420642852783,0.4999346733093262,server-intelskylake,7,0.4999434947967529,0.4999332427978516
intel-xlake,fmnist,66,54.63070266166315,176,54.63074080760197,2,0.5000044703483582,0.4999954104423523,62,154.42637119993802,server-intelbroadwell,2,0.5000013709068298,0.4999985098838806,server-intelcascadelake,6,0.5000000596046448,0.4999998211860657,server-intelhaswell,2,0.5000013709068298,0.4999985098838806,server-intelivybridge,2,0.5000004172325134,0.499999463558197,server-intelsandybridge,2,0.5000004172325134,0.499999463558197,server-intelskylake,6,0.5000000596046448,0.4999998211860657
intel-xwell,fmnist,67,56.15952989206306,166,56.159604117469065,6,0.4669121503829956,0.4669027328491211,43,152.6673211207227,server-intelbroadwell,2,0.4669078290462494,0.4669069945812225,server-intelcascadelake,6,0.4669078886508942,0.46690672636032104,server-intelhaswell,2,0.4669078290462494,0.4669069945812225,server-intelivybridge,6,0.4669113159179688,0.4669031202793121,server-intelsandybridge,6,0.4669113159179688,0.4669031202793121,server-intelskylake,6,0.4669078886508942,0.46690672636032104
intel-xbridge,fmnist,68,48.06830977666432,194,48.06832699238611,6,0.5000045895576477,0.4999952912330627,33,155.69037049547225,server-intelbroadwell,6,0.5000004172325134,0.499999463558197,server-intelcascadelake,6,0.5000014901161194,0.4999983906745911,server-intelhaswell,6,0.5000004172325134,0.499999463558197,server-intelivybridge,4,0.4999999403953552,0.4999999403953552,server-intelsandybridge,4,0.4999999403953552,0.4999999403953552,server-intelskylake,6,0.5000014901161194,0.4999983906745911
intel-xlake,fmnist,70,47.08326239828275,154,47.08327289164324,1,0.4948427975177765,0.4948334693908691,14,160.9486580564165,server-intelbroadwell,1,0.4948382675647736,0.4948378503322601,server-intelcascadelake,2,0.4948382079601288,0.4948379695415497,server-intelhaswell,1,0.4948382675647736,0.4948378503322601,server-intelivybridge,1,0.4948390126228333,0.4948371350765228,server-intelsandybridge,1,0.4948390126228333,0.4948371350765228,server-intelskylake,2,0.4948382079601288,0.4948379695415497
intel-xlake,fmnist,71,57.954164259924134,110,57.95420741591745,7,0.4999422430992127,0.4999329447746277,12,161.66013512442763,server-intelbroadwell,7,0.4999387860298157,0.4999364018440247,server-intelcascadelake,5,0.4999377131462097,0.4999374747276306,server-intelhaswell,7,0.4999387860298157,0.4999364018440247,server-intelivybridge,7,0.4999385476112366,0.4999366402626038,server-intelsandybridge,7,0.4999385476112366,0.4999366402626038,server-intelskylake,5,0.4999377131462097,0.4999374747276306
failure,cifar10,13,0.0,440,55.270977531724405,9,0.4999552369117737,0.4999457001686096,500,147.56305071272303,server-intelbroadwell,9,0.49995356798171997,0.4999473690986633,server-intelcascadelake,9,0.4999526143074036,0.4999483227729797,server-intelhaswell,9,0.49995356798171997,0.4999473690986633,server-intelivybridge,9,0.4999542832374573,0.499946653842926,server-intelsandybridge,9,0.4999542832374573,0.499946653842926,server-intelskylake,9,0.4999526143074036,0.4999483227729797
intel-xlake,fmnist,72,46.53947073797226,191,46.5394842694687,6,0.4999149441719055,0.4999054074287415,46,156.29007281347768,server-intelbroadwell,6,0.4999116957187653,0.4999087154865265,server-intelcascadelake,2,0.4999102056026459,0.4999102056026459,server-intelhaswell,6,0.4999116957187653,0.4999087154865265,server-intelivybridge,6,0.4999107420444489,0.4999096691608429,server-intelsandybridge,6,0.4999107420444489,0.4999096691608429,server-intelskylake,2,0.4999102056026459,0.4999102056026459
intel-xlake,fmnist,73,50.06040595968179,166,50.060423983155424,2,0.4997941553592682,0.4997849762439728,23,158.25795810153213,server-intelbroadwell,2,0.4997905194759369,0.4997886121273041,server-intelcascadelake,6,0.4997897446155548,0.4997893869876862,server-intelhaswell,2,0.4997905194759369,0.4997886121273041,server-intelivybridge,2,0.4997908174991608,0.4997883141040802,server-intelsandybridge,2,0.4997908174991608,0.4997883141040802,server-intelskylake,6,0.4997897446155548,0.4997893869876862
intel-xlake,fmnist,74,52.095472858210584,109,52.09549461585002,3,0.499151885509491,0.4991424977779389,17,160.16031113070315,server-intelbroadwell,3,0.4991475045681,0.49914696812629705,server-intelcascadelake,6,0.4991479814052582,0.4991464614868164,server-intelhaswell,3,0.4991475045681,0.49914696812629705,server-intelivybridge,3,0.4991479218006134,0.4991464912891388,server-intelsandybridge,3,0.4991479218006134,0.4991464912891388,server-intelskylake,6,0.4991479814052582,0.4991464614868164
intel-xbridge,fmnist,76,43.226230768344,321,43.226247041224916,2,0.4999653697013855,0.4999564290046692,50,152.26101274293757,server-intelbroadwell,2,0.4999616742134094,0.4999601244926453,server-intelcascadelake,2,0.499962329864502,0.4999594688415527,server-intelhaswell,2,0.4999616742134094,0.4999601244926453,server-intelivybridge,4,0.4999610185623169,0.4999607801437378,server-intelsandybridge,4,0.4999610185623169,0.4999607801437378,server-intelskylake,2,0.499962329864502,0.4999594688415527
intel-xbridge,fmnist,77,61.408595348532344,159,61.408681052720155,6,0.5000042915344238,0.4999949932098389,30,156.69874757590003,server-intelbroadwell,6,0.5000003576278687,0.4999989271163941,server-intelcascadelake,6,0.5,0.4999992847442627,server-intelhaswell,6,0.5000003576278687,0.4999989271163941,server-intelivybridge,4,0.4999997615814209,0.4999995231628418,server-intelsandybridge,4,0.4999997615814209,0.4999995231628418,server-intelskylake,6,0.5,0.4999992847442627
intel-xwell,fmnist,78,73.9805948863173,12,73.9802661655313,4,0.4976101815700531,0.4976012706756592,39,157.6373607047873,server-intelbroadwell,6,0.4976063966751098,0.4976052045822144,server-intelcascadelake,4,0.4976063966751098,0.4976050853729248,server-intelhaswell,6,0.4976063966751098,0.4976052045822144,server-intelivybridge,4,0.4976065158843994,0.4976049661636353,server-intelsandybridge,4,0.4976065158843994,0.4976049661636353,server-intelskylake,4,0.4976063966751098,0.4976050853729248
failure,cifar10,14,0.0,1078,52.898226708754386,2,0.4999411702156067,0.4999316334724426,500,148.93702962868386,server-intelbroadwell,2,0.4999402165412903,0.499932587146759,server-intelcascadelake,2,0.4999422430992127,0.4999305605888367,server-intelhaswell,2,0.4999402165412903,0.499932587146759,server-intelivybridge,2,0.4999405741691589,0.4999322295188904,server-intelsandybridge,2,0.4999405741691589,0.4999322295188904,server-intelskylake,2,0.4999422430992127,0.4999305605888367
intel-xbridge,fmnist,79,60.7448256563838,148,60.74488016469633,0,0.4998973906040192,0.4998874962329865,25,159.71600373921208,server-intelbroadwell,0,0.4998951256275177,0.4998898804187775,server-intelcascadelake,0,0.4998959600925446,0.499888926744461,server-intelhaswell,0,0.4998951256275177,0.4998898804187775,server-intelivybridge,6,0.4998930990695954,0.4998917877674103,server-intelsandybridge,6,0.4998930990695954,0.4998917877674103,server-intelskylake,0,0.4998959600925446,0.499888926744461
intel-xbridge,fmnist,80,50.518830764588536,200,50.51886192241536,4,0.4999236464500427,0.4999138712882996,52,154.52196017361882,server-intelbroadwell,4,0.4999204277992249,0.4999170899391174,server-intelcascadelake,4,0.4999205470085144,0.4999169707298279,server-intelhaswell,4,0.4999204277992249,0.4999170899391174,server-intelivybridge,6,0.4999188780784607,0.4999186396598816,server-intelsandybridge,6,0.4999188780784607,0.4999186396598816,server-intelskylake,4,0.4999205470085144,0.4999169707298279
intel-xlake,fmnist,82,43.98414778779152,260,43.9841643954871,8,0.4999993443489074,0.4999898076057434,40,152.45279333536283,server-intelbroadwell,8,0.4999960064888001,0.4999931454658508,server-intelcascadelake,9,0.4999948143959045,0.4999943375587464,server-intelhaswell,8,0.4999960064888001,0.4999931454658508,server-intelivybridge,8,0.4999960064888001,0.4999931454658508,server-intelsandybridge,8,0.4999960064888001,0.4999931454658508,server-intelskylake,9,0.4999948143959045,0.4999943375587464
intel-xlake,fmnist,83,63.0773351869589,91,63.07744148841092,7,0.4999984502792358,0.4999901056289673,19,158.5883846645311,server-intelbroadwell,7,0.4999951124191284,0.4999934434890747,server-intelcascadelake,9,0.4999948740005493,0.4999936819076538,server-intelhaswell,7,0.4999951124191284,0.4999934434890747,server-intelivybridge,7,0.49999654293060297,0.4999920129776001,server-intelsandybridge,7,0.49999654293060297,0.4999920129776001,server-intelskylake,9,0.4999948740005493,0.4999936819076538
intel-xlake,fmnist,84,55.89110794757702,128,55.89115395403884,2,0.4999752044677734,0.4999668598175049,31,156.8057368460949,server-intelbroadwell,2,0.4999717473983765,0.4999703168869018,server-intelcascadelake,6,0.4999713897705078,0.4999706745147705,server-intelhaswell,2,0.4999717473983765,0.4999703168869018,server-intelivybridge,2,0.4999716281890869,0.4999704360961914,server-intelsandybridge,2,0.4999716281890869,0.4999704360961914,server-intelskylake,6,0.4999713897705078,0.4999706745147705
intel-xbridge,fmnist,85,49.438869057374156,167,49.43888502462031,5,0.4998849332332611,0.499875396490097,20,160.6522265292426,server-intelbroadwell,7,0.4998804032802582,0.4998799264431,server-intelcascadelake,7,0.4998808801174164,0.4998794496059418,server-intelhaswell,7,0.4998804032802582,0.4998799264431,server-intelivybridge,5,0.4998819530010224,0.4998783767223358,server-intelsandybridge,5,0.4998819530010224,0.4998783767223358,server-intelskylake,7,0.4998808801174164,0.4998794496059418
failure,cifar10,15,0.0,1236,58.794305494427654,8,0.4948827922344208,0.4948731064796448,500,150.16554713636768,server-intelbroadwell,8,0.4948833882808685,0.4948725402355194,server-intelcascadelake,8,0.4948808252811432,0.4948751628398895,server-intelhaswell,8,0.4948833882808685,0.4948725402355194,server-intelivybridge,8,0.4948821067810058,0.494873970746994,server-intelsandybridge,8,0.4948821067810058,0.494873970746994,server-intelskylake,8,0.4948808252811432,0.4948751628398895
intel-xlake,fmnist,86,49.06407012298982,130,49.06408413320721,1,0.4953315854072571,0.4953223764896393,13,161.01926969642045,server-intelbroadwell,6,0.4953272044658661,0.4953267872333527,server-intelcascadelake,1,0.495328038930893,0.4953259229660034,server-intelhaswell,6,0.4953272044658661,0.4953267872333527,server-intelivybridge,6,0.4953278005123138,0.4953261613845825,server-intelsandybridge,6,0.4953278005123138,0.4953261613845825,server-intelskylake,1,0.495328038930893,0.4953259229660034
intel-xlake,fmnist,88,66.67324382035004,108,66.67339014125716,9,0.5000045299530029,0.4999949932098389,21,158.99104521417846,server-intelbroadwell,9,0.5000002384185791,0.4999992847442627,server-intelcascadelake,7,0.4999997615814209,0.4999997615814209,server-intelhaswell,9,0.5000002384185791,0.4999992847442627,server-intelivybridge,9,0.5000020265579224,0.4999974966049194,server-intelsandybridge,9,0.5000020265579224,0.4999974966049194,server-intelskylake,7,0.4999997615814209,0.4999997615814209
intel-xwell,fmnist,89,57.41006816647896,151,57.410121198548715,1,0.4999166131019592,0.4999075531959534,36,156.60896599565962,server-intelbroadwell,3,0.4999125897884369,0.4999116361141205,server-intelcascadelake,1,0.4999133050441742,0.4999109208583832,server-intelhaswell,3,0.4999125897884369,0.4999116361141205,server-intelivybridge,1,0.499912828207016,0.4999113976955414,server-intelsandybridge,1,0.499912828207016,0.4999113976955414,server-intelskylake,1,0.4999133050441742,0.4999109208583832
intel-xbridge,fmnist,90,56.8080509988554,201,56.80810213828807,6,0.4999182224273682,0.4999085664749146,44,155.79874431901624,server-intelbroadwell,6,0.4999155998229981,0.4999111890792847,server-intelcascadelake,6,0.4999151825904846,0.4999116063117981,server-intelhaswell,6,0.4999155998229981,0.4999111890792847,server-intelivybridge,4,0.4999136626720429,0.4999131858348846,server-intelsandybridge,4,0.4999136626720429,0.4999131858348846,server-intelskylake,6,0.4999151825904846,0.4999116063117981
intel-xwell,fmnist,91,44.81119231442728,195,44.81119948997942,1,0.4998285174369812,0.4998204112052918,17,160.64244378050654,server-intelbroadwell,6,0.4998248219490051,0.4998241066932678,server-intelcascadelake,1,0.4998254179954529,0.4998235106468201,server-intelhaswell,6,0.4998248219490051,0.4998241066932678,server-intelivybridge,1,0.4998263716697693,0.4998225569725037,server-intelsandybridge,1,0.4998263716697693,0.4998225569725037,server-intelskylake,1,0.4998254179954529,0.4998235106468201
intel-xwell,fmnist,92,63.40078426255617,86,63.4008782558516,0,0.4992807805538178,0.4992711246013642,18,158.81058253174342,server-intelbroadwell,6,0.4992762506008148,0.4992757737636566,server-intelcascadelake,0,0.499277800321579,0.4992742240428925,server-intelhaswell,6,0.4992762506008148,0.4992757737636566,server-intelivybridge,0,0.4992770850658417,0.4992749392986298,server-intelsandybridge,0,0.4992770850658417,0.4992749392986298,server-intelskylake,0,0.499277800321579,0.4992742240428925
failure,cifar10,16,0.0,622,62.92647406841972,0,0.3915255069732666,0.3915156126022339,500,147.43556600730938,server-intelbroadwell,0,0.3915238380432129,0.3915199041366577,server-intelcascadelake,0,0.3915244936943054,0.3915189802646637,server-intelhaswell,0,0.3915238380432129,0.3915199041366577,server-intelivybridge,0,0.3915238380432129,0.39151954650878906,server-intelsandybridge,0,0.3915238380432129,0.39151954650878906,server-intelskylake,0,0.3915244936943054,0.3915189802646637
intel-xbridge,fmnist,93,47.92216981629402,122,47.92217813931136,5,0.4989850223064423,0.4989768266677856,12,165.2693223440431,server-intelbroadwell,5,0.4989819526672363,0.49897992610931396,server-intelcascadelake,5,0.4989815950393677,0.4989802837371826,server-intelhaswell,5,0.4989819526672363,0.49897992610931396,server-intelivybridge,6,0.4989815950393677,0.4989802837371826,server-intelsandybridge,6,0.4989815950393677,0.4989802837371826,server-intelskylake,5,0.4989815950393677,0.4989802837371826
intel-xwell,fmnist,94,57.39392515522599,166,57.3940210721121,8,0.3718951940536499,0.3718855082988739,43,152.73550300399936,server-intelbroadwell,4,0.371888279914856,0.3718882501125336,server-intelcascadelake,8,0.3718885481357575,0.3718880712985992,server-intelhaswell,4,0.371888279914856,0.3718882501125336,server-intelivybridge,8,0.37188920378685,0.37188753485679626,server-intelsandybridge,8,0.37188920378685,0.37188753485679626,server-intelskylake,8,0.3718885481357575,0.3718880712985992
intel-xlake,fmnist,95,51.64515024021327,182,51.645194661635074,0,0.5000009536743164,0.4999916553497314,59,152.33236129499969,server-intelbroadwell,0,0.499997079372406,0.4999954104423523,server-intelcascadelake,6,0.4999964833259583,0.4999960064888001,server-intelhaswell,0,0.499997079372406,0.4999954104423523,server-intelivybridge,0,0.4999977946281433,0.499994695186615,server-intelsandybridge,0,0.4999977946281433,0.499994695186615,server-intelskylake,6,0.4999964833259583,0.4999960064888001
intel-xbridge,fmnist,96,52.89682695876903,150,52.89686236068626,4,0.4999964833259583,0.4999867081642151,41,155.9432766881447,server-intelbroadwell,4,0.4999917149543762,0.4999914765357971,server-intelcascadelake,4,0.4999919533729553,0.49999123811721796,server-intelhaswell,4,0.4999917149543762,0.4999914765357971,server-intelivybridge,6,0.4999918937683106,0.4999914169311523,server-intelsandybridge,6,0.4999918937683106,0.4999914169311523,server-intelskylake,4,0.4999919533729553,0.49999123811721796
intel-xbridge,fmnist,97,49.55713413901577,167,49.55715589750921,2,0.5000036954879761,0.499994158744812,41,156.12449093221517,server-intelbroadwell,2,0.5000004768371582,0.4999973773956299,server-intelcascadelake,2,0.5,0.4999978542327881,server-intelhaswell,2,0.5000004768371582,0.4999973773956299,server-intelivybridge,4,0.499999463558197,0.4999985098838806,server-intelsandybridge,4,0.499999463558197,0.4999985098838806,server-intelskylake,2,0.5,0.4999978542327881
failure,cifar10,17,0.0,749,53.892985917389574,8,0.4965760707855225,0.4965663552284241,500,151.43188425494048,server-intelbroadwell,8,0.4965731501579285,0.4965693652629852,server-intelcascadelake,8,0.496574193239212,0.4965682625770569,server-intelhaswell,8,0.4965731501579285,0.4965693652629852,server-intelivybridge,8,0.4965746700763702,0.496567815542221,server-intelsandybridge,8,0.4965746700763702,0.496567815542221,server-intelskylake,8,0.496574193239212,0.4965682625770569
intel-xlake,fmnist,98,51.92436373138976,149,51.92439080055652,0,0.4969975054264069,0.4969882667064667,36,156.80249794605064,server-intelbroadwell,0,0.4969932436943054,0.4969924092292786,server-intelcascadelake,2,0.4969929158687592,0.4969927966594696,server-intelhaswell,0,0.4969932436943054,0.4969924092292786,server-intelivybridge,0,0.4969946146011353,0.4969910681247711,server-intelsandybridge,0,0.4969946146011353,0.4969910681247711,server-intelskylake,2,0.4969929158687592,0.4969927966594696
intel-xlake,fmnist,99,58.775606475637645,137,58.77565936229686,0,0.4999628067016602,0.4999532699584961,30,158.44919012896327,server-intelbroadwell,0,0.4999589920043945,0.4999570846557617,server-intelcascadelake,2,0.4999582767486572,0.49995779991149897,server-intelhaswell,0,0.4999589920043945,0.4999570846557617,server-intelivybridge,0,0.4999604225158691,0.4999556541442871,server-intelsandybridge,0,0.4999604225158691,0.4999556541442871,server-intelskylake,2,0.4999582767486572,0.49995779991149897
intel-xbridge,fmnist,101,53.605479555594975,194,53.605525762292174,2,0.48100268840789795,0.4809928238391876,36,154.98181468599827,server-intelbroadwell,2,0.4809991121292114,0.4809965193271637,server-intelcascadelake,2,0.4809988737106323,0.4809966385364533,server-intelhaswell,2,0.4809991121292114,0.4809965193271637,server-intelivybridge,4,0.4809986054897308,0.4809975624084473,server-intelsandybridge,4,0.4809986054897308,0.4809975624084473,server-intelskylake,2,0.4809988737106323,0.4809966385364533
intel-xlake,fmnist,102,45.64394273882074,219,45.64395780533723,6,0.5000033378601074,0.499995231628418,43,154.77590162042938,server-intelbroadwell,6,0.4999997615814209,0.4999988079071045,server-intelcascadelake,2,0.4999994039535522,0.4999991655349731,server-intelhaswell,6,0.4999997615814209,0.4999988079071045,server-intelivybridge,6,0.5000005960464478,0.4999979734420776,server-intelsandybridge,6,0.5000005960464478,0.4999979734420776,server-intelskylake,2,0.4999994039535522,0.4999991655349731
intel-xbridge,cifar10,19,68.84274871423268,321,68.84285935132958,1,0.4345950782299042,0.4345852732658386,401,147.21851678144515,server-intelbroadwell,1,0.4345916509628296,0.4345898628234863,server-intelcascadelake,1,0.4345917105674744,0.4345901310443878,server-intelhaswell,1,0.4345916509628296,0.4345898628234863,server-intelivybridge,9,0.4345907866954804,0.4345898926258087,server-intelsandybridge,9,0.4345907866954804,0.4345898926258087,server-intelskylake,1,0.4345917105674744,0.4345901310443878
intel-xlake,fmnist,103,61.45796757903782,141,61.45804493844737,4,0.495255321264267,0.4952458739280701,19,158.40317169659957,server-intelbroadwell,4,0.4952513575553894,0.4952499270439148,server-intelcascadelake,3,0.4952506422996521,0.4952506422996521,server-intelhaswell,4,0.4952513575553894,0.4952499270439148,server-intelivybridge,4,0.4952528774738312,0.4952483773231506,server-intelsandybridge,4,0.4952528774738312,0.4952483773231506,server-intelskylake,3,0.4952506422996521,0.4952506422996521
intel-xlake,fmnist,104,51.990383406764145,214,51.99042400790266,2,0.4950354993343353,0.4950262904167175,56,152.5494034567533,server-intelbroadwell,2,0.4950320422649384,0.4950296878814697,server-intelcascadelake,6,0.4950309991836548,0.4950307607650757,server-intelhaswell,2,0.4950320422649384,0.4950296878814697,server-intelivybridge,2,0.4950318038463593,0.4950299263000488,server-intelsandybridge,2,0.4950318038463593,0.4950299263000488,server-intelskylake,6,0.4950309991836548,0.4950307607650757
intel-xwell,cifar10,20,80.67216328276076,87,80.67217949355032,2,0.4996910691261292,0.4996820092201233,121,144.3996591723513,server-intelbroadwell,4,0.4996866881847382,0.4996864497661591,server-intelcascadelake,2,0.4996870458126068,0.4996860921382904,server-intelhaswell,4,0.4996866881847382,0.4996864497661591,server-intelivybridge,2,0.4996878802776337,0.4996852576732636,server-intelsandybridge,2,0.4996878802776337,0.4996852576732636,server-intelskylake,2,0.4996870458126068,0.4996860921382904
intel-xbridge,fmnist,105,44.98562344177736,187,44.98563240532175,5,0.49964439868927,0.499635100364685,19,160.0207340928642,server-intelbroadwell,5,0.499640017747879,0.4996396005153656,server-intelcascadelake,5,0.4996406137943268,0.4996389448642729,server-intelhaswell,5,0.499640017747879,0.4996396005153656,server-intelivybridge,9,0.4996401369571686,0.4996394217014313,server-intelsandybridge,9,0.4996401369571686,0.4996394217014313,server-intelskylake,5,0.4996406137943268,0.4996389448642729
intel-xbridge,fmnist,107,52.27447722321453,91,52.274494561510885,7,0.5000044703483582,0.4999954104423523,20,162.491215966094,server-intelbroadwell,7,0.5000016093254089,0.4999982714653015,server-intelcascadelake,7,0.4999998807907105,0.4999998807907105,server-intelhaswell,7,0.5000016093254089,0.4999982714653015,server-intelivybridge,9,0.5000004172325134,0.499999463558197,server-intelsandybridge,9,0.5000004172325134,0.499999463558197,server-intelskylake,7,0.4999998807907105,0.4999998807907105
intel-xbridge,cifar10,21,53.13400346823294,199,53.13403110359319,2,0.4964787364006042,0.496469259262085,178,149.63796926764803,server-intelbroadwell,2,0.4964745044708252,0.4964735507965088,server-intelcascadelake,2,0.4964759051799774,0.4964721202850342,server-intelhaswell,2,0.4964745044708252,0.4964735507965088,server-intelivybridge,5,0.4964741468429565,0.4964739084243774,server-intelsandybridge,5,0.4964741468429565,0.4964739084243774,server-intelskylake,2,0.4964759051799774,0.4964721202850342
intel-xbridge,fmnist,108,52.53953222106543,156,52.53955490345575,4,0.4994682967662811,0.4994591176509857,20,159.77570703611946,server-intelbroadwell,4,0.4994657933712006,0.4994616210460663,server-intelcascadelake,4,0.4994649589061737,0.4994625747203827,server-intelhaswell,4,0.4994657933712006,0.4994616210460663,server-intelivybridge,2,0.499463826417923,0.4994635879993439,server-intelsandybridge,2,0.499463826417923,0.4994635879993439,server-intelskylake,4,0.4994649589061737,0.4994625747203827
intel-xbridge,fmnist,109,70.08043471934583,141,70.08067583499962,4,0.4997188746929169,0.4997093379497528,42,156.52240818433174,server-intelbroadwell,4,0.4997162520885468,0.4997119605541229,server-intelcascadelake,4,0.4997158944606781,0.4997123181819916,server-intelhaswell,4,0.4997162520885468,0.4997119605541229,server-intelivybridge,6,0.4997142255306244,0.4997139871120453,server-intelsandybridge,6,0.4997142255306244,0.4997139871120453,server-intelskylake,4,0.4997158944606781,0.4997123181819916
intel-xlake,fmnist,110,60.30556339565678,118,60.30560921714981,5,0.4999456405639648,0.4999377727508545,13,162.8552982270796,server-intelbroadwell,5,0.4999417066574097,0.4999417066574097,server-intelcascadelake,7,0.4999421834945679,0.4999412298202514,server-intelhaswell,5,0.4999417066574097,0.4999417066574097,server-intelivybridge,5,0.4999444484710693,0.49993896484375,server-intelsandybridge,5,0.4999444484710693,0.49993896484375,server-intelskylake,7,0.4999421834945679,0.4999412298202514
intel-xlake,fmnist,111,46.9817839021482,251,46.981805192738115,6,0.5000047087669373,0.4999949336051941,29,154.0369450024432,server-intelbroadwell,6,0.5000000596046448,0.4999995827674866,server-intelcascadelake,0,0.4999998211860657,0.4999998211860657,server-intelhaswell,6,0.5000000596046448,0.4999995827674866,server-intelivybridge,6,0.5000016093254089,0.4999980330467224,server-intelsandybridge,6,0.5000016093254089,0.4999980330467224,server-intelskylake,0,0.4999998211860657,0.4999998211860657
intel-xbridge,fmnist,112,50.31902745836368,137,50.31904488734316,6,0.4956079125404358,0.4955980479717255,19,158.76238167531406,server-intelbroadwell,6,0.4956042766571045,0.4956016838550568,server-intelcascadelake,6,0.4956054985523224,0.4956004321575165,server-intelhaswell,6,0.4956042766571045,0.4956016838550568,server-intelivybridge,3,0.4956033527851105,0.4956026971340179,server-intelsandybridge,3,0.4956033527851105,0.4956026971340179,server-intelskylake,6,0.4956054985523224,0.4956004321575165
intel-xlake,fmnist,113,54.84664889658917,122,54.84668446571312,7,0.4929855763912201,0.4929760694503784,15,159.8758572438881,server-intelbroadwell,7,0.4929818511009216,0.4929797351360321,server-intelcascadelake,5,0.4929814636707306,0.4929801821708679,server-intelhaswell,7,0.4929818511009216,0.4929797351360321,server-intelivybridge,7,0.49298295378685,0.4929787218570709,server-intelsandybridge,7,0.49298295378685,0.4929787218570709,server-intelskylake,5,0.4929814636707306,0.4929801821708679
failure,cifar10,22,0.0,403,51.4837458156389,3,0.4046905338764191,0.404680609703064,500,146.1633210353059,server-intelbroadwell,3,0.4046857655048369,0.4046837389469147,server-intelcascadelake,3,0.4046854376792908,0.4046834111213684,server-intelhaswell,3,0.4046857655048369,0.4046837389469147,server-intelivybridge,3,0.4046863913536072,0.4046825468540192,server-intelsandybridge,3,0.4046863913536072,0.4046825468540192,server-intelskylake,3,0.4046854376792908,0.4046834111213684
intel-xwell,cifar10,23,56.59276005117551,164,56.59276095239493,5,0.4993113279342651,0.4993078708648682,30,176.0473829109692,server-intelbroadwell,2,0.4993097186088562,0.4993094801902771,server-intelcascadelake,5,0.4993109107017517,0.4993082880973816,server-intelhaswell,2,0.4993097186088562,0.4993094801902771,server-intelivybridge,5,0.4993109107017517,0.4993082880973816,server-intelsandybridge,5,0.4993109107017517,0.4993082880973816,server-intelskylake,5,0.4993109107017517,0.4993082880973816
intel-xlake,fmnist,114,58.16132479336435,202,58.16142243584451,2,0.4710145890712738,0.4710046947002411,55,151.07724670566827,server-intelbroadwell,2,0.4710103273391724,0.4710089862346649,server-intelcascadelake,4,0.4710098803043366,0.4710091054439545,server-intelhaswell,2,0.4710103273391724,0.4710089862346649,server-intelivybridge,2,0.4710124731063843,0.4710071980953217,server-intelsandybridge,2,0.4710124731063843,0.4710071980953217,server-intelskylake,4,0.4710098803043366,0.4710091054439545
intel-xwell,cifar10,24,72.88026505565607,81,72.88032974429457,2,0.4999810457229614,0.4999736547470093,23,160.96833365007774,server-intelbroadwell,2,0.499977707862854,0.4999769926071167,server-intelcascadelake,0,0.499977707862854,0.4999769926071167,server-intelhaswell,2,0.499977707862854,0.4999769926071167,server-intelivybridge,0,0.4999783039093018,0.499976396560669,server-intelsandybridge,0,0.4999783039093018,0.499976396560669,server-intelskylake,0,0.499977707862854,0.4999769926071167
