"","identified_MA","model_type","sample_index","total_psnr","local_steps","local_psnr","local_label","local_conf1","local_conf2","remote_steps","remote_psnr","s0_hostname","s0_label","s0_conf1","s0_conf2","s1_hostname","s1_label","s1_conf1","s1_conf2","s2_hostname","s2_label","s2_conf1","s2_conf2","s3_hostname","s3_label","s3_conf1","s3_conf2","s4_hostname","s4_label","s4_conf1","s4_conf2","s5_hostname","s5_label","s5_conf1","s5_conf2","s6_hostname","s6_label","s6_conf1","s6_conf2","total_steps","gt_label"
"88","amd","fmnist",118,43.3997564867849,220,43.3997633995288,5,0.369989484548569,0.369980216026306,22,158.724835143287,"server-amdrome","8",0.3699851334095,0.369985014200211,"server-intelbroadwell","5",0.36998575925827,0.369984120130539,"server-intelcascadelake","5",0.369985342025757,0.369984775781631,"server-intelhaswell","5",0.36998575925827,0.369984120130539,"server-intelivybridge","5",0.369985789060593,0.36998376250267,"server-intelsandybridge","5",0.369985789060593,0.36998376250267,"server-intelskylake","5",0.369985342025757,0.369984775781631,242,9
"89","intel-xlake","fmnist",119,47.471217729514,127,47.4712278794802,7,0.500002920627594,0.499996244907379,17,162.471287430503,"server-amdrome","7",0.499999880790711,0.499999165534973,"server-intelbroadwell","7",0.499999761581421,0.499999284744263,"server-intelcascadelake","9",0.499999642372131,0.499999403953552,"server-intelhaswell","7",0.499999761581421,0.499999284744263,"server-intelivybridge","7",0.500000417232513,0.49999874830246,"server-intelsandybridge","7",0.500000417232513,0.49999874830246,"server-intelskylake","9",0.499999642372131,0.499999403953552,144,5
"90","intel-xbridge","fmnist",120,43.9637580194854,284,43.9637725815426,2,0.499825119972229,0.499815464019775,60,153.531509684284,"server-amdrome","2",0.499822020530701,0.499818563461304,"server-intelbroadwell","2",0.49982225894928,0.499818325042725,"server-intelcascadelake","2",0.499821603298187,0.499818980693817,"server-intelhaswell","2",0.49982225894928,0.499818325042725,"server-intelivybridge","3",0.499820411205292,0.499820291996002,"server-intelsandybridge","3",0.499820411205292,0.499820291996002,"server-intelskylake","2",0.499821603298187,0.499818980693817,344,7
"91","intel-xlake","fmnist",122,49.6569699026778,143,49.6569815823872,3,0.499484062194824,0.49947464466095,11,163.506837283657,"server-amdrome","3",0.499480485916138,0.499478101730347,"server-intelbroadwell","3",0.499480009078979,0.499478697776794,"server-intelcascadelake","6",0.499479413032532,0.499479174613953,"server-intelhaswell","3",0.499480009078979,0.499478697776794,"server-intelivybridge","3",0.49947988986969,0.499478816986084,"server-intelsandybridge","3",0.49947988986969,0.499478816986084,"server-intelskylake","6",0.499479413032532,0.499479174613953,154,1
"92","amd","fmnist",123,47.1333752502373,161,47.1333874984825,1,0.496536791324615,0.496526896953583,17,160.402596772005,"server-amdrome","3",0.496531993150711,0.496531873941422,"server-intelbroadwell","1",0.496532678604126,0.496531188488007,"server-intelcascadelake","1",0.496532112360001,0.496531754732132,"server-intelhaswell","1",0.496532678604126,0.496531188488007,"server-intelivybridge","1",0.496532797813416,0.496530950069427,"server-intelsandybridge","1",0.496532797813416,0.496530950069427,"server-intelskylake","1",0.496532112360001,0.496531754732132,178,3
"93","intel-xbridge","fmnist",124,47.6798662418169,185,47.6798833736441,0,0.499995470046997,0.49998664855957,30,155.883831644302,"server-amdrome","0",0.499991536140442,0.499990582466125,"server-intelbroadwell","0",0.499991774559021,0.499990344047546,"server-intelcascadelake","0",0.499991893768311,0.499990224838257,"server-intelhaswell","0",0.499991774559021,0.499990344047546,"server-intelivybridge","2",0.499991238117218,0.499990999698639,"server-intelsandybridge","2",0.499991238117218,0.499990999698639,"server-intelskylake","0",0.499991893768311,0.499990224838257,215,1
"94","intel-xbridge","fmnist",125,43.7680691791209,356,43.7680861094248,4,0.499984681606293,0.49997490644455,59,151.048282439667,"server-amdrome","4",0.499980866909027,0.499978721141815,"server-intelbroadwell","4",0.499981701374054,0.499977886676788,"server-intelcascadelake","4",0.499982297420502,0.499977290630341,"server-intelhaswell","4",0.499981701374054,0.499977886676788,"server-intelivybridge","6",0.499979913234711,0.499979674816132,"server-intelsandybridge","6",0.499979913234711,0.499979674816132,"server-intelskylake","4",0.499982297420502,0.499977290630341,415,0
"95","intel-xwell","fmnist",126,46.2420879703874,246,46.2421112471448,4,0.499999582767487,0.499990046024323,59,152.372941482667,"server-amdrome","4",0.499994874000549,0.49999463558197,"server-intelbroadwell","6",0.499994993209839,0.499994516372681,"server-intelcascadelake","4",0.499995827674866,0.499993681907654,"server-intelhaswell","6",0.499994993209839,0.499994516372681,"server-intelivybridge","4",0.499995708465576,0.499993801116943,"server-intelsandybridge","4",0.499995708465576,0.499993801116943,"server-intelskylake","4",0.499995827674866,0.499993681907654,305,4
"96","intel-xbridge","fmnist",127,43.6059768923286,265,43.6059884905855,9,0.5000039935112,0.499994456768036,23,155.74357112683,"server-amdrome","9",0.500000655651093,0.499997794628143,"server-intelbroadwell","9",0.500001132488251,0.499997317790985,"server-intelcascadelake","9",0.500000417232513,0.499998033046722,"server-intelhaswell","9",0.500001132488251,0.499997317790985,"server-intelivybridge","7",0.499999165534973,0.499999165534973,"server-intelsandybridge","7",0.499999165534973,0.499999165534973,"server-intelskylake","9",0.500000417232513,0.499998033046722,288,4
"97","intel-xbridge","fmnist",129,54.0801784730522,140,54.0802108140882,3,0.499980211257935,0.499970316886902,21,158.92156414332,"server-amdrome","3",0.499977648258209,0.499972879886627,"server-intelbroadwell","3",0.499977231025696,0.499973297119141,"server-intelcascadelake","3",0.499976694583893,0.499973833560944,"server-intelhaswell","3",0.499977231025696,0.499973297119141,"server-intelivybridge","2",0.499975681304932,0.499974846839905,"server-intelsandybridge","2",0.499975681304932,0.499974846839905,"server-intelskylake","3",0.499976694583893,0.499973833560944,161,0
"98","intel-xbridge","fmnist",130,56.9951938682756,108,56.9952240243789,5,0.500001847743988,0.499993741512299,12,164.108460945831,"server-amdrome","5",0.499999582767487,0.4999960064888,"server-intelbroadwell","5",0.499998509883881,0.499997079372406,"server-intelcascadelake","5",0.499999225139618,0.499996364116669,"server-intelhaswell","5",0.499998509883881,0.499997079372406,"server-intelivybridge","7",0.499998390674591,0.499997198581696,"server-intelsandybridge","7",0.499998390674591,0.499997198581696,"server-intelskylake","5",0.499999225139618,0.499996364116669,120,3
"99","amd","fmnist",131,58.3642960172153,101,58.3643407370579,6,0.499451339244842,0.499443233013153,25,159.657379112224,"server-amdrome","0",0.49944731593132,0.49944731593132,"server-intelbroadwell","6",0.499449074268341,0.499445497989655,"server-intelcascadelake","6",0.499448478221893,0.499446094036102,"server-intelhaswell","6",0.499449074268341,0.499445497989655,"server-intelivybridge","6",0.499451100826263,0.499443471431732,"server-intelsandybridge","6",0.499451100826263,0.499443471431732,"server-intelskylake","6",0.499448478221893,0.499446094036102,126,5
"100","intel-xwell","fmnist",132,49.7776779600041,120,49.7776903441722,7,0.499571025371552,0.499561846256256,9,163.318416142257,"server-amdrome","7",0.499567776918411,0.499565154314041,"server-intelbroadwell","5",0.499566584825516,0.499566465616226,"server-intelcascadelake","7",0.499567359685898,0.499565571546555,"server-intelhaswell","5",0.499566584825516,0.499566465616226,"server-intelivybridge","7",0.499567896127701,0.499565035104752,"server-intelsandybridge","7",0.499567896127701,0.499565035104752,"server-intelskylake","7",0.499567359685898,0.499565571546555,129,0
"101","intel-xbridge","fmnist",133,45.6942259340655,168,45.6942335550452,1,0.499826610088348,0.499816954135895,15,161.933154324883,"server-amdrome","1",0.49982213973999,0.499821424484253,"server-intelbroadwell","1",0.499822020530701,0.499821543693542,"server-intelcascadelake","1",0.499822795391083,0.49982076883316,"server-intelhaswell","1",0.499822020530701,0.499821543693542,"server-intelivybridge","3",0.499821841716766,0.499821722507477,"server-intelsandybridge","3",0.499821841716766,0.499821722507477,"server-intelskylake","1",0.499822795391083,0.49982076883316,183,7
"102","intel-xbridge","fmnist",134,42.3819154984612,241,42.3819239746016,7,0.48727223277092,0.487262308597565,58,157.322071349611,"server-amdrome","7",0.487268328666687,0.487265825271607,"server-intelbroadwell","7",0.487269133329391,0.487265139818191,"server-intelcascadelake","7",0.487268507480621,0.487265735864639,"server-intelhaswell","7",0.487269133329391,0.487265139818191,"server-intelivybridge","9",0.487267047166824,0.487267017364502,"server-intelsandybridge","9",0.487267047166824,0.487267017364502,"server-intelskylake","7",0.487268507480621,0.487265735864639,299,1
"103","intel-xbridge","fmnist",135,44.7405121605952,193,44.7405220442025,1,0.49995756149292,0.499949932098389,20,159.922837587565,"server-amdrome","1",0.499954283237457,0.499953329563141,"server-intelbroadwell","1",0.499954521656036,0.499953091144562,"server-intelcascadelake","1",0.499955117702484,0.499952495098114,"server-intelhaswell","1",0.499954521656036,0.499953091144562,"server-intelivybridge","3",0.499954164028168,0.49995344877243,"server-intelsandybridge","3",0.499954164028168,0.49995344877243,"server-intelskylake","1",0.499955117702484,0.499952495098114,213,7
"104","amd","fmnist",136,65.7363468089138,124,65.7365378069003,6,0.499996602535248,0.499987065792084,33,154.901169896551,"server-amdrome","0",0.499991834163666,0.499991834163666,"server-intelbroadwell","6",0.499992787837982,0.499990880489349,"server-intelcascadelake","6",0.499993145465851,0.499990522861481,"server-intelhaswell","6",0.499992787837982,0.499990880489349,"server-intelivybridge","6",0.499998867511749,0.499984800815582,"server-intelsandybridge","6",0.499998867511749,0.499984800815582,"server-intelskylake","6",0.499993145465851,0.499990522861481,157,1
"105","amd","fmnist",137,70.9330233342333,87,70.9332608980679,3,0.499422430992127,0.499413251876831,23,158.581128693031,"server-amdrome","2",0.499417871236801,0.499417871236801,"server-intelbroadwell","3",0.499418884515762,0.49941685795784,"server-intelcascadelake","3",0.499418467283249,0.499417275190353,"server-intelhaswell","3",0.499418884515762,0.49941685795784,"server-intelivybridge","3",0.499420136213303,0.4994156062603,"server-intelsandybridge","3",0.499420136213303,0.4994156062603,"server-intelskylake","3",0.499418467283249,0.499417275190353,110,0
"106","intel-xlake","fmnist",138,49.1328064741313,139,49.132819737372,3,0.499504119157791,0.499495953321457,13,162.193534017184,"server-amdrome","3",0.49950185418129,0.499498218297958,"server-intelbroadwell","3",0.499500304460526,0.499499708414078,"server-intelcascadelake","1",0.49950036406517,0.499499648809433,"server-intelhaswell","3",0.499500304460526,0.499499708414078,"server-intelivybridge","3",0.499502688646316,0.499497383832932,"server-intelsandybridge","3",0.499502688646316,0.499497383832932,"server-intelskylake","1",0.49950036406517,0.499499648809433,152,3
"107","intel-xbridge","fmnist",141,63.8298776420976,129,63.8298776420976,2,0.500001490116119,0.499993145465851,0,0,"server-amdrome","2",0.500001609325409,0.499993026256561,"server-intelbroadwell","2",0.500001847743988,0.499992787837982,"server-intelcascadelake","2",0.500003516674042,0.499991118907929,"server-intelhaswell","2",0.500001847743988,0.499992787837982,"server-intelivybridge","6",0.500000178813934,0.499994456768036,"server-intelsandybridge","6",0.500000178813934,0.499994456768036,"server-intelskylake","2",0.500003516674042,0.499991118907929,129,5
"108","intel-xbridge","fmnist",142,55.6074824706052,122,55.6074982731201,2,0.471389383077622,0.471380293369293,16,166.085598143748,"server-amdrome","2",0.471385836601257,0.471383690834045,"server-intelbroadwell","2",0.471385627985001,0.471384048461914,"server-intelcascadelake","2",0.471387892961502,0.471381604671478,"server-intelhaswell","2",0.471385627985001,0.471384048461914,"server-intelivybridge","6",0.471384823322296,0.471384704113007,"server-intelsandybridge","6",0.471384823322296,0.471384704113007,"server-intelskylake","2",0.471387892961502,0.471381604671478,138,2
"109","intel-xwell","fmnist",143,49.9181633819555,155,49.9181815999091,7,0.500002682209015,0.499993860721588,26,159.252854750237,"server-amdrome","7",0.499998807907104,0.499997615814209,"server-intelbroadwell","9",0.499998331069946,0.499998092651367,"server-intelcascadelake","7",0.499999046325684,0.49999737739563,"server-intelhaswell","9",0.499998331069946,0.499998092651367,"server-intelivybridge","7",0.499999642372131,0.499996781349182,"server-intelsandybridge","7",0.499999642372131,0.499996781349182,"server-intelskylake","7",0.499999046325684,0.49999737739563,181,2
"110","amd","fmnist",145,50.7636025127109,158,50.7636213494477,7,0.499978721141815,0.499970376491547,15,160.688096182765,"server-amdrome","5",0.499974548816681,0.499974548816681,"server-intelbroadwell","7",0.499976336956024,0.499972760677338,"server-intelcascadelake","7",0.499975740909576,0.499973356723785,"server-intelhaswell","7",0.499976336956024,0.499972760677338,"server-intelivybridge","7",0.499975502490997,0.499973595142365,"server-intelsandybridge","7",0.499975502490997,0.499973595142365,"server-intelskylake","7",0.499975740909576,0.499973356723785,173,1
"111","intel-xlake","fmnist",146,58.5922229228239,139,58.5923021864119,2,0.499999403953552,0.499991536140442,34,154.556002235343,"server-amdrome","2",0.499996304512024,0.49999463558197,"server-intelbroadwell","2",0.499996423721313,0.499994516372681,"server-intelcascadelake","4",0.499995946884155,0.499994993209839,"server-intelhaswell","2",0.499996423721313,0.499994516372681,"server-intelivybridge","2",0.499996542930603,0.499994397163391,"server-intelsandybridge","2",0.499996542930603,0.499994397163391,"server-intelskylake","4",0.499995946884155,0.499994993209839,173,7
"112","intel-xwell","fmnist",147,56.056090189592,146,56.0561503226744,2,0.497917473316193,0.497907608747482,46,154.122274210547,"server-amdrome","2",0.497913271188736,0.497911781072617,"server-intelbroadwell","4",0.497912645339966,0.497912526130676,"server-intelcascadelake","2",0.497913211584091,0.497911900281906,"server-intelhaswell","4",0.497912645339966,0.497912526130676,"server-intelivybridge","2",0.497913151979446,0.497911840677261,"server-intelsandybridge","2",0.497913151979446,0.497911840677261,"server-intelskylake","2",0.497913211584091,0.497911900281906,192,4
"113","intel-xbridge","fmnist",148,53.6256856383513,186,53.6257234132261,2,0.499421715736389,0.499412178993225,31,155.387883196252,"server-amdrome","2",0.499419122934341,0.499414831399918,"server-intelbroadwell","2",0.499418288469315,0.499415665864945,"server-intelcascadelake","2",0.499418169260025,0.499415785074234,"server-intelhaswell","2",0.499418288469315,0.499415665864945,"server-intelivybridge","6",0.499417096376419,0.49941685795784,"server-intelsandybridge","6",0.499417096376419,0.49941685795784,"server-intelskylake","2",0.499418169260025,0.499415785074234,217,4
"114","intel-xbridge","fmnist",149,51.9032609046585,163,51.9032838631311,0,0.499997556209564,0.499988257884979,44,158.382212904791,"server-amdrome","0",0.499993145465851,0.499992668628693,"server-intelbroadwell","0",0.499993145465851,0.499992668628693,"server-intelcascadelake","0",0.499993741512299,0.499992072582245,"server-intelhaswell","0",0.499993145465851,0.499992668628693,"server-intelivybridge","2",0.499993026256561,0.499992787837982,"server-intelsandybridge","2",0.499993026256561,0.499992787837982,"server-intelskylake","0",0.499993741512299,0.499992072582245,207,2
"115","amd","fmnist",150,60.5851931685431,104,60.5852307382095,6,0.49994170665741,0.499935030937195,22,163.646979020053,"server-amdrome","0",0.49993908405304,0.499937653541565,"server-intelbroadwell","6",0.499938726425171,0.499938011169434,"server-intelcascadelake","6",0.499940276145935,0.499936461448669,"server-intelhaswell","6",0.499938726425171,0.499938011169434,"server-intelivybridge","6",0.499940872192383,0.499935865402222,"server-intelsandybridge","6",0.499940872192383,0.499935865402222,"server-intelskylake","6",0.499940276145935,0.499936461448669,126,0
"116","intel-xlake","fmnist",152,52.1248071794358,160,52.1248339165565,6,0.499808430671692,0.499800801277161,27,157.943869341933,"server-amdrome","6",0.499804884195328,0.49980440735817,"server-intelbroadwell","6",0.499805122613907,0.499804168939591,"server-intelcascadelake","2",0.499804764986038,0.499804526567459,"server-intelhaswell","6",0.499805122613907,0.499804168939591,"server-intelivybridge","6",0.499806076288223,0.499803215265274,"server-intelsandybridge","6",0.499806076288223,0.499803215265274,"server-intelskylake","2",0.499804764986038,0.499804526567459,187,1
"117","intel-xwell","fmnist",153,50.7348630712383,151,50.7348836549883,0,0.50000274181366,0.499994397163391,28,157.64306853945,"server-amdrome","0",0.499999523162842,0.499997615814209,"server-intelbroadwell","2",0.499999046325684,0.499998092651367,"server-intelcascadelake","0",0.499999165534973,0.499997973442078,"server-intelhaswell","2",0.499999046325684,0.499998092651367,"server-intelivybridge","0",0.499998688697815,0.499998450279236,"server-intelsandybridge","0",0.499998688697815,0.499998450279236,"server-intelskylake","0",0.499999165534973,0.499997973442078,179,6
"118","amd","fmnist",154,43.3251367136553,218,43.3251469061364,1,0.485699415206909,0.485689461231232,30,157.175549901572,"server-amdrome","2",0.485694706439972,0.485693901777267,"server-intelbroadwell","1",0.485694825649261,0.485693901777267,"server-intelcascadelake","1",0.485694706439972,0.485694020986557,"server-intelhaswell","1",0.485694825649261,0.485693901777267,"server-intelivybridge","1",0.485696226358414,0.485692530870438,"server-intelsandybridge","1",0.485696226358414,0.485692530870438,"server-intelskylake","1",0.485694706439972,0.485694020986557,248,0
"119","intel-xwell","fmnist",155,83.0410561160049,120,83.0405608419649,6,0.497687250375748,0.497678160667419,30,157.035998432891,"server-amdrome","6",0.497682929039002,0.497682452201843,"server-intelbroadwell","0",0.497682929039002,0.497682452201843,"server-intelcascadelake","6",0.497683465480804,0.497681856155396,"server-intelhaswell","0",0.497682929039002,0.497682452201843,"server-intelivybridge","6",0.497685104608536,0.497680306434631,"server-intelsandybridge","6",0.497685104608536,0.497680306434631,"server-intelskylake","6",0.497683465480804,0.497681856155396,150,1
"120","intel-xbridge","fmnist",156,49.3372020305451,194,49.3372244100123,2,0.499675720930099,0.499665945768356,41,154.16729313561,"server-amdrome","2",0.499672144651413,0.499669402837753,"server-intelbroadwell","2",0.499672442674637,0.499669104814529,"server-intelcascadelake","2",0.499671727418899,0.499669939279556,"server-intelhaswell","2",0.499672442674637,0.499669104814529,"server-intelivybridge","3",0.499671131372452,0.499670416116714,"server-intelsandybridge","3",0.499671131372452,0.499670416116714,"server-intelskylake","2",0.499671727418899,0.499669939279556,235,0
"121","amd","fmnist",159,57.3378621614715,251,57.3379426717325,6,0.499877482652664,0.499868422746658,62,152.388799690744,"server-amdrome","8",0.499872952699661,0.499872833490372,"server-intelbroadwell","6",0.49987331032753,0.499872595071793,"server-intelcascadelake","6",0.499873787164688,0.499872118234634,"server-intelhaswell","6",0.49987331032753,0.499872595071793,"server-intelivybridge","6",0.499873667955399,0.499872118234634,"server-intelsandybridge","6",0.499873667955399,0.499872118234634,"server-intelskylake","6",0.499873787164688,0.499872118234634,313,1
"122","intel-xwell","fmnist",160,52.1373814650535,143,52.1374176487113,0,0.49921053647995,0.499201089143753,55,153.864450213793,"server-amdrome","0",0.499207317829132,0.499204218387604,"server-intelbroadwell","6",0.499206006526947,0.499205589294434,"server-intelcascadelake","0",0.499206781387329,0.499204814434052,"server-intelhaswell","6",0.499206006526947,0.499205589294434,"server-intelivybridge","0",0.499206960201263,0.499204695224762,"server-intelsandybridge","0",0.499206960201263,0.499204695224762,"server-intelskylake","0",0.499206781387329,0.499204814434052,198,8
"123","intel-xlake","fmnist",161,57.7395213261035,177,57.7395952612381,5,0.456769019365311,0.456760048866272,29,155.829613440464,"server-amdrome","5",0.456765562295914,0.456762909889221,"server-intelbroadwell","5",0.456764340400696,0.456763684749603,"server-intelcascadelake","7",0.456764101982117,0.456763863563538,"server-intelhaswell","5",0.456764340400696,0.456763684749603,"server-intelivybridge","5",0.456764310598373,0.456763744354248,"server-intelsandybridge","5",0.456764310598373,0.456763744354248,"server-intelskylake","7",0.456764101982117,0.456763863563538,206,0
"124","intel-xbridge","fmnist",162,71.3867478969098,81,71.3869177673411,9,0.499976456165314,0.499968111515045,13,163.042013856641,"server-amdrome","9",0.499972879886627,0.499971687793732,"server-intelbroadwell","9",0.499974071979523,0.499970495700836,"server-intelcascadelake","9",0.499973118305206,0.499971449375153,"server-intelhaswell","9",0.499974071979523,0.499970495700836,"server-intelivybridge","7",0.499972701072693,0.499971747398377,"server-intelsandybridge","7",0.499972701072693,0.499971747398377,"server-intelskylake","9",0.499973118305206,0.499971449375153,94,5
"125","amd","fmnist",164,47.900879930694,161,47.9008857770332,3,0.499262422323227,0.499255508184433,9,166.855891658735,"server-amdrome","0",0.499259322881699,0.499258488416672,"server-intelbroadwell","3",0.499261826276779,0.499256104230881,"server-intelcascadelake","3",0.499261349439621,0.499256461858749,"server-intelhaswell","3",0.499261826276779,0.499256104230881,"server-intelivybridge","3",0.49926170706749,0.499256104230881,"server-intelsandybridge","3",0.49926170706749,0.499256104230881,"server-intelskylake","3",0.499261349439621,0.499256461858749,170,3
"126","intel-xbridge","fmnist",165,45.0751351739897,171,45.075145849234,7,0.499836444854736,0.499826669692993,18,159.895317240913,"server-amdrome","5",0.499832391738892,0.499830722808838,"server-intelbroadwell","5",0.499831795692444,0.499831318855286,"server-intelcascadelake","5",0.499831557273865,0.499831557273865,"server-intelhaswell","5",0.499831795692444,0.499831318855286,"server-intelivybridge","7",0.499831914901733,0.499831199645996,"server-intelsandybridge","7",0.499831914901733,0.499831199645996,"server-intelskylake","5",0.499831557273865,0.499831557273865,189,3
"127","intel-xlake","fmnist",166,45.9237281737894,202,45.923738371478,1,0.498686909675598,0.498677879571915,28,159.773182928788,"server-amdrome","1",0.498683482408524,0.498681455850601,"server-intelbroadwell","1",0.498683840036392,0.498681098222732,"server-intelcascadelake","3",0.498682588338852,0.498682111501694,"server-intelhaswell","1",0.498683840036392,0.498681098222732,"server-intelivybridge","1",0.498683422803879,0.498681277036667,"server-intelsandybridge","1",0.498683422803879,0.498681277036667,"server-intelskylake","3",0.498682588338852,0.498682111501694,230,7
"128","amd","fmnist",167,49.6388425782212,148,49.6388625691251,3,0.499800771474838,0.499791413545609,16,158.875412532239,"server-amdrome","6",0.499796360731125,0.499795824289322,"server-intelbroadwell","3",0.49979630112648,0.499795824289322,"server-intelcascadelake","3",0.49979642033577,0.499795705080032,"server-intelhaswell","3",0.49979630112648,0.499795824289322,"server-intelivybridge","3",0.49979767203331,0.499794512987137,"server-intelsandybridge","3",0.49979767203331,0.499794512987137,"server-intelskylake","3",0.49979642033577,0.499795705080032,164,1
"129","amd","fmnist",168,45.4918866188068,156,45.4918938928663,7,0.499688118696213,0.499679058790207,12,163.795935454514,"server-amdrome","5",0.49968358874321,0.49968358874321,"server-intelbroadwell","7",0.499685019254685,0.499682158231735,"server-intelcascadelake","7",0.499685257673264,0.499681919813156,"server-intelhaswell","7",0.499685019254685,0.499682158231735,"server-intelivybridge","7",0.499685257673264,0.499681919813156,"server-intelsandybridge","7",0.499685257673264,0.499681919813156,"server-intelskylake","7",0.499685257673264,0.499681919813156,168,3
"130","intel-xwell","fmnist",170,69.8479643545014,108,69.8482560758605,9,0.500000476837158,0.499992370605469,26,156.002279076045,"server-amdrome","9",0.499996900558472,0.499995946884155,"server-intelbroadwell","7",0.499996662139893,0.499996185302734,"server-intelcascadelake","9",0.499997138977051,0.499995708465576,"server-intelhaswell","7",0.499996662139893,0.499996185302734,"server-intelivybridge","9",0.499997138977051,0.499995708465576,"server-intelsandybridge","9",0.499997138977051,0.499995708465576,"server-intelskylake","9",0.499997138977051,0.499995708465576,134,9
"131","intel-xlake","fmnist",171,58.2504250464413,148,58.2504900603803,2,0.499950408935547,0.499940633773804,47,154.472664429537,"server-amdrome","2",0.499947488307953,0.499943554401398,"server-intelbroadwell","2",0.499948084354401,0.49994295835495,"server-intelcascadelake","6",0.499945819377899,0.499945223331451,"server-intelhaswell","2",0.499948084354401,0.49994295835495,"server-intelivybridge","2",0.499948501586914,0.499942541122437,"server-intelsandybridge","2",0.499948501586914,0.499942541122437,"server-intelskylake","6",0.499945819377899,0.499945223331451,195,9
"132","intel-xwell","fmnist",173,42.117587483034,252,42.1175957159487,4,0.500004291534424,0.499994993209839,31,156.502485676683,"server-amdrome","4",0.500000715255737,0.499998569488525,"server-intelbroadwell","6",0.499999880790711,0.499999403953552,"server-intelcascadelake","4",0.499999940395355,0.499999225139618,"server-intelhaswell","6",0.499999880790711,0.499999403953552,"server-intelivybridge","4",0.500000715255737,0.499998569488525,"server-intelsandybridge","4",0.500000715255737,0.499998569488525,"server-intelskylake","4",0.499999940395355,0.499999225139618,283,1
"133","amd","fmnist",174,48.1510156979308,182,48.1510347928897,6,0.499993860721588,0.499984800815582,42,154.978964460024,"server-amdrome","2",0.49998939037323,0.499989151954651,"server-intelbroadwell","6",0.499989628791809,0.499988913536072,"server-intelcascadelake","6",0.499990582466125,0.499987959861755,"server-intelhaswell","6",0.499989628791809,0.499988913536072,"server-intelivybridge","6",0.499989986419678,0.499988555908203,"server-intelsandybridge","6",0.499989986419678,0.499988555908203,"server-intelskylake","6",0.499990582466125,0.499987959861755,224,4
"134","amd","fmnist",175,45.2033996355865,192,45.2034132487315,2,0.499961018562317,0.499951124191284,44,155.060593350833,"server-amdrome","6",0.499956607818604,0.499955534934998,"server-intelbroadwell","2",0.499956369400024,0.499955773353577,"server-intelcascadelake","2",0.49995744228363,0.499954700469971,"server-intelhaswell","2",0.499956369400024,0.499955773353577,"server-intelivybridge","2",0.499957323074341,0.49995481967926,"server-intelsandybridge","2",0.499957323074341,0.49995481967926,"server-intelskylake","2",0.49995744228363,0.499954700469971,236,6
"135","intel-xlake","fmnist",176,54.8697541246911,139,54.8697998839667,4,0.499783486127853,0.499774664640427,22,157.420171291726,"server-amdrome","4",0.499779611825943,0.499778658151627,"server-intelbroadwell","4",0.499779313802719,0.499778836965561,"server-intelcascadelake","3",0.49977919459343,0.499778956174851,"server-intelhaswell","4",0.499779313802719,0.499778836965561,"server-intelivybridge","4",0.499780625104904,0.499777525663376,"server-intelsandybridge","4",0.499780625104904,0.499777525663376,"server-intelskylake","3",0.49977919459343,0.499778956174851,161,2
"136","intel-xwell","fmnist",177,58.2006373056865,110,58.2007019048134,0,0.491499334573746,0.491490066051483,25,156.079539556276,"server-amdrome","0",0.49149888753891,0.491490691900253,"server-intelbroadwell","6",0.491495072841644,0.491494357585907,"server-intelcascadelake","0",0.491495370864868,0.491494089365005,"server-intelhaswell","6",0.491495072841644,0.491494357585907,"server-intelivybridge","0",0.491496175527573,0.491493374109268,"server-intelsandybridge","0",0.491496175527573,0.491493374109268,"server-intelskylake","0",0.491495370864868,0.491494089365005,135,4
"137","intel-xlake","fmnist",180,44.0319245445562,191,44.0319321406604,5,0.498679488897324,0.498669862747192,22,160.165275396973,"server-amdrome","5",0.498675882816315,0.498673498630524,"server-intelbroadwell","5",0.498675405979156,0.498673975467682,"server-intelcascadelake","6",0.498675167560577,0.498674213886261,"server-intelhaswell","5",0.498675405979156,0.498673975467682,"server-intelivybridge","5",0.498675167560577,0.498674213886261,"server-intelsandybridge","5",0.498675167560577,0.498674213886261,"server-intelskylake","6",0.498675167560577,0.498674213886261,213,9
"138","intel-xbridge","fmnist",181,51.1468719454522,245,51.1468997212683,2,0.478903084993362,0.478893160820007,73,153.80463804659,"server-amdrome","2",0.478898584842682,0.478897452354431,"server-intelbroadwell","2",0.478900939226151,0.478895217180252,"server-intelcascadelake","2",0.478900074958801,0.478895962238312,"server-intelhaswell","2",0.478900939226151,0.478895217180252,"server-intelivybridge","0",0.478898108005524,0.478898108005524,"server-intelsandybridge","0",0.478898108005524,0.478898108005524,"server-intelskylake","2",0.478900074958801,0.478895962238312,318,5
"139","intel-xbridge","fmnist",182,59.1575845434693,116,59.1576337520437,2,0.499973058700562,0.499963283538818,30,159.725385524166,"server-amdrome","2",0.49997079372406,0.49996554851532,"server-intelbroadwell","2",0.499971032142639,0.499965310096741,"server-intelcascadelake","2",0.499972224235535,0.499964118003845,"server-intelhaswell","2",0.499971032142639,0.499965310096741,"server-intelivybridge","6",0.499969005584717,0.499967336654663,"server-intelsandybridge","6",0.499969005584717,0.499967336654663,"server-intelskylake","2",0.499972224235535,0.499964118003845,146,0
